Sector,Stock_Name,Yahoo_Symbol
CHEMICALS,Bayer Cropscience Ltd.,BAYERCROP.NS
CHEMICALS,Chambal Fertilizers & Chemicals Ltd.,CHAMBLFERT.NS
CHEMICALS,Coromandel International Ltd.,COROMANDEL.NS
CHEMICALS,Deepak Nitrite Ltd.,DEEPAKNTR.NS
CHEMICALS,E.I.D. Parry (India) Ltd.,EIDPARRY.NS
CHEMICALS,Gujarat Fluorochemicals Ltd.,FLUOROCHEM.NS
CHEMICALS,Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,GNFC.NS
CHEMICALS,Himadri Speciality Chemical Ltd.,HSCL.NS
CHEMICALS,Linde India Ltd.,LINDEINDIA.NS
CHEMICALS,Navin Fluorine International Ltd.,NAVINFLUOR.NS
CHEMICALS,PCBL Chemical Ltd.,PCBL.NS
CHEMICALS,PI Industries Ltd.,PIIND.NS
CHEMICALS,Pidilite Industries Ltd.,PIDILITIND.NS
CHEMICALS,SRF Ltd.,SRF.NS
CHEMICALS,Solar Industries India Ltd.,SOLARINDS.NS
CHEMICALS,Sumitomo Chemical India Ltd.,SUMICHEM.NS
CHEMICALS,Tata Chemicals Ltd.,TATACHEM.NS
CHEMICALS,UPL Ltd.,UPL.NS
COMMERCIAL_TRANSPORT_SERVICES,Adani Ports and Special Economic Zone Ltd.,ADANIPORTS.NS
COMMERCIAL_TRANSPORT_SERVICES,Awfis Space Solutions Ltd.,AWFIS.NS
COMMERCIAL_TRANSPORT_SERVICES,Blackbuck Ltd.,BLACKBUCK.NS
COMMERCIAL_TRANSPORT_SERVICES,Blue Dart Express Ltd.,BLUEDART.NS
COMMERCIAL_TRANSPORT_SERVICES,CMS Info Systems Ltd.,CMSINFO.NS
COMMERCIAL_TRANSPORT_SERVICES,Container Corporation of India Ltd.,CONCOR.NS
COMMERCIAL_TRANSPORT_SERVICES,Delhivery Ltd.,DELHIVERY.NS
COMMERCIAL_TRANSPORT_SERVICES,Firstsource Solutions Ltd.,FSL.NS
COMMERCIAL_TRANSPORT_SERVICES,GMR Airports Ltd.,GMRAIRPORT.NS
COMMERCIAL_TRANSPORT_SERVICES,Great Eastern Shipping Co. Ltd.,GESHIP.NS
COMMERCIAL_TRANSPORT_SERVICES,Gujarat Pipavav Port Ltd.,GPPL.NS
COMMERCIAL_TRANSPORT_SERVICES,Hemisphere Properties India Ltd.,HEMIPROP.NS
COMMERCIAL_TRANSPORT_SERVICES,Inox Green Energy Services Ltd.,INOXGREEN.NS
COMMERCIAL_TRANSPORT_SERVICES,InterGlobe Aviation Ltd.,INDIGO.NS
COMMERCIAL_TRANSPORT_SERVICES,International Gemological Institute Ltd.,IGIL.NS
COMMERCIAL_TRANSPORT_SERVICES,JSW Infrastructure Ltd.,JSWINFRA.NS
COMMERCIAL_TRANSPORT_SERVICES,MMTC Ltd.,MMTC.NS
COMMERCIAL_TRANSPORT_SERVICES,MSTC Ltd.,MSTCLTD.NS
COMMERCIAL_TRANSPORT_SERVICES,NESCO Ltd.,NESCO.NS
COMMERCIAL_TRANSPORT_SERVICES,Quess Corp Ltd.,QUESS.NS
COMMERCIAL_TRANSPORT_SERVICES,Redington Ltd.,REDINGTON.NS
COMMERCIAL_TRANSPORT_SERVICES,Shipping Corporation of India Ltd.,SCI.NS
COMMERCIAL_TRANSPORT_SERVICES,Smartworks Coworking Spaces Ltd.,SMARTWORKS.NS
COMMERCIAL_TRANSPORT_SERVICES,TVS Supply Chain Solutions Ltd.,TVSSCS.NS
COMMERCIAL_TRANSPORT_SERVICES,WeWork India Management Ltd.,WEWORK.NS
COMMERCIAL_TRANSPORT_SERVICES,eClerx Services Ltd.,ECLERX.NS
CONSTRUCTION,Afcons Infrastructure Ltd.,AFCONS.NS
CONSTRUCTION,Ahluwalia Contracts (India) Ltd.,AHLUCONT.NS
CONSTRUCTION,Ashoka Buildcon Ltd.,ASHOKA.NS
CONSTRUCTION,Cemindia Projects Ltd.,CEMPRO.NS
CONSTRUCTION,Dilip Buildcon Ltd.,DBL.NS
CONSTRUCTION,Engineers India Ltd.,ENGINERSIN.NS
CONSTRUCTION,H.G. Infra Engineering Ltd.,HGINFRA.NS
CONSTRUCTION,Hindustan Construction Co. Ltd.,HCC.NS
CONSTRUCTION,IRB Infrastructure Developers Ltd.,IRB.NS
CONSTRUCTION,IRCON International Ltd.,IRCON.NS
CONSTRUCTION,KNR Constructions Ltd.,KNRCON.NS
CONSTRUCTION,Kalpataru Projects International Ltd.,KPIL.NS
CONSTRUCTION,Kec International Ltd.,KEC.NS
CONSTRUCTION,Larsen & Toubro Ltd.,LT.NS
CONSTRUCTION,NBCC (India) Ltd.,NBCC.NS
CONSTRUCTION,NCC Ltd.,NCC.NS
CONSTRUCTION,PNC Infratech Ltd.,PNCINFRA.NS
CONSTRUCTION,Power Mech Projects Ltd.,POWERMECH.NS
CONSTRUCTION,RITES Ltd.,RITES.NS
CONSTRUCTION,Rail Vikas Nigam Ltd.,RVNL.NS
CONSTRUCTION,Sterling and Wilson Renewable Energy Ltd.,SWSOLAR.NS
CONSTRUCTION,Techno Electric & Engineering Company Ltd.,TECHNOE.NS
CONSTRUCTION,Welspun Enterprises Ltd.,WELENT.NS
CONSUMER_DURABLES,Amber Enterprises India Ltd.,AMBER.NS
CONSUMER_DURABLES,Bata India Ltd.,BATAINDIA.NS
CONSUMER_DURABLES,Blue Star Ltd.,BLUESTARCO.NS
CONSUMER_DURABLES,Crompton Greaves Consumer Electricals Ltd.,CROMPTON.NS
CONSUMER_DURABLES,Dixon Technologies (India) Ltd.,DIXON.NS
CONSUMER_DURABLES,Havells India Ltd.,HAVELLS.NS
CONSUMER_DURABLES,Kajaria Ceramics Ltd.,KAJARIACER.NS
CONSUMER_DURABLES,Kalyan Jewellers India Ltd.,KALYANKJIL.NS
CONSUMER_DURABLES,LG Electronics India Ltd.,LGEINDIA.NS
CONSUMER_DURABLES,PG Electroplast Ltd.,PGEL.NS
CONSUMER_DURABLES,Titan Company Ltd.,TITAN.NS
CONSUMER_DURABLES,Voltas Ltd.,VOLTAS.NS
CONSUMER_DURABLES,Whirlpool of India Ltd.,WHIRLPOOL.NS
CONSUMER_SERVICES,Aditya Birla Fashion and Retail Ltd.,ABFRL.NS
CONSUMER_SERVICES,Aditya Birla Lifestyle Brands Ltd.,ABLBL.NS
CONSUMER_SERVICES,Aditya Vision Ltd.,AVL.NS
CONSUMER_SERVICES,Arvind Fashions Ltd.,ARVINDFASN.NS
CONSUMER_SERVICES,Avenue Supermarts Ltd.,DMART.NS
CONSUMER_SERVICES,BLS International Services Ltd.,BLS.NS
CONSUMER_SERVICES,Brainbees Solutions Ltd.,FIRSTCRY.NS
CONSUMER_SERVICES,Cartrade Tech Ltd.,CARTRADE.NS
CONSUMER_SERVICES,Chalet Hotels Ltd.,CHALET.NS
CONSUMER_SERVICES,Crizac Ltd.,CRIZAC.NS
CONSUMER_SERVICES,Devyani International Ltd.,DEVYANI.NS
CONSUMER_SERVICES,EIH Ltd.,EIHOTEL.NS
CONSUMER_SERVICES,Electronics Mart India Ltd.,EMIL.NS
CONSUMER_SERVICES,Entero Healthcare Solutions Ltd.,ENTERO.NS
CONSUMER_SERVICES,Eternal Ltd.,ETERNAL.NS
CONSUMER_SERVICES,FSN E-Commerce Ventures Ltd.,NYKAA.NS
CONSUMER_SERVICES,ITC Hotels Ltd.,ITCHOTELS.NS
CONSUMER_SERVICES,Indiamart Intermesh Ltd.,INDIAMART.NS
CONSUMER_SERVICES,Indian Hotels Co. Ltd.,INDHOTEL.NS
CONSUMER_SERVICES,Indian Railway Catering And Tourism Corporation Ltd.,IRCTC.NS
CONSUMER_SERVICES,Info Edge (India) Ltd.,NAUKRI.NS
CONSUMER_SERVICES,Jeena Sikho Lifecare Ltd.,JSLL.NS
CONSUMER_SERVICES,Jubilant Foodworks Ltd.,JUBLFOOD.NS
CONSUMER_SERVICES,Justdial Ltd.,JUSTDIAL.NS
CONSUMER_SERVICES,Le Travenues Technology Ltd.,IXIGO.NS
CONSUMER_SERVICES,Leela Palaces Hotels & Resorts Ltd.,THELEELA.NS
CONSUMER_SERVICES,Lemon Tree Hotels Ltd.,LEMONTREE.NS
CONSUMER_SERVICES,Lenskart Solutions Ltd.,LENSKART.NS
CONSUMER_SERVICES,Medplus Health Services Ltd.,MEDPLUS.NS
CONSUMER_SERVICES,Meesho Ltd.,MEESHO.NS
CONSUMER_SERVICES,Physicswallah Ltd.,PWL.NS
CONSUMER_SERVICES,RattanIndia Enterprises Ltd.,RTNINDIA.NS
CONSUMER_SERVICES,Restaurant Brands Asia Ltd.,RBA.NS
CONSUMER_SERVICES,Samhi Hotels Ltd.,SAMHI.NS
CONSUMER_SERVICES,Sapphire Foods India Ltd.,SAPPHIRE.NS
CONSUMER_SERVICES,Swiggy Ltd.,SWIGGY.NS
CONSUMER_SERVICES,TBO Tek Ltd.,TBOTEK.NS
CONSUMER_SERVICES,Thomas Cook (India) Ltd.,THOMASCOOK.NS
CONSUMER_SERVICES,Travel Food Services Ltd.,TRAVELFOOD.NS
CONSUMER_SERVICES,Trent Ltd.,TRENT.NS
CONSUMER_SERVICES,Urban Company Ltd.,URBANCO.NS
CONSUMER_SERVICES,V-Mart Retail Ltd.,VMART.NS
CONSUMER_SERVICES,V2 Retail Ltd.,V2RETAIL.NS
CONSUMER_SERVICES,Vedant Fashions Ltd.,MANYAVAR.NS
CONSUMER_SERVICES,Vishal Mega Mart Ltd.,VMM.NS
CONSUMER_SERVICES,Westlife Foodworld Ltd.,WESTLIFE.NS
FINANCIAL_SERVICES,Axis Bank Ltd.,AXISBANK.NS
FINANCIAL_SERVICES,BSE Ltd.,BSE.NS
FINANCIAL_SERVICES,Bajaj Finance Ltd.,BAJFINANCE.NS
FINANCIAL_SERVICES,Bajaj Finserv Ltd.,BAJAJFINSV.NS
FINANCIAL_SERVICES,Cholamandalam Investment and Finance Company Ltd.,CHOLAFIN.NS
FINANCIAL_SERVICES,HDFC Bank Ltd.,HDFCBANK.NS
FINANCIAL_SERVICES,HDFC Life Insurance Company Ltd.,HDFCLIFE.NS
FINANCIAL_SERVICES,ICICI Bank Ltd.,ICICIBANK.NS
FINANCIAL_SERVICES,ICICI Lombard General Insurance Company Ltd.,ICICIGI.NS
FINANCIAL_SERVICES,Jio Financial Services Ltd.,JIOFIN.NS
FINANCIAL_SERVICES,Kotak Mahindra Bank Ltd.,KOTAKBANK.NS
FINANCIAL_SERVICES,LIC Housing Finance Ltd.,LICHSGFIN.NS
FINANCIAL_SERVICES,Max Financial Services Ltd.,MFSL.NS
FINANCIAL_SERVICES,Muthoot Finance Ltd.,MUTHOOTFIN.NS
FINANCIAL_SERVICES,Power Finance Corporation Ltd.,PFC.NS
FINANCIAL_SERVICES,REC Ltd.,RECLTD.NS
FINANCIAL_SERVICES,SBI Cards and Payment Services Ltd.,SBICARD.NS
FINANCIAL_SERVICES,SBI Life Insurance Company Ltd.,SBILIFE.NS
FINANCIAL_SERVICES,Shriram Finance Ltd.,SHRIRAMFIN.NS
FINANCIAL_SERVICES,State Bank of India,SBIN.NS
FINANCIAL_SERVICES_25_50,Axis Bank Ltd.,AXISBANK.NS
FINANCIAL_SERVICES_25_50,BSE Ltd.,BSE.NS
FINANCIAL_SERVICES_25_50,Bajaj Finance Ltd.,BAJFINANCE.NS
FINANCIAL_SERVICES_25_50,Bajaj Finserv Ltd.,BAJAJFINSV.NS
FINANCIAL_SERVICES_25_50,Cholamandalam Investment and Finance Company Ltd.,CHOLAFIN.NS
FINANCIAL_SERVICES_25_50,HDFC Bank Ltd.,HDFCBANK.NS
FINANCIAL_SERVICES_25_50,HDFC Life Insurance Company Ltd.,HDFCLIFE.NS
FINANCIAL_SERVICES_25_50,ICICI Bank Ltd.,ICICIBANK.NS
FINANCIAL_SERVICES_25_50,ICICI Lombard General Insurance Company Ltd.,ICICIGI.NS
FINANCIAL_SERVICES_25_50,Jio Financial Services Ltd.,JIOFIN.NS
FINANCIAL_SERVICES_25_50,Kotak Mahindra Bank Ltd.,KOTAKBANK.NS
FINANCIAL_SERVICES_25_50,LIC Housing Finance Ltd.,LICHSGFIN.NS
FINANCIAL_SERVICES_25_50,Max Financial Services Ltd.,MFSL.NS
FINANCIAL_SERVICES_25_50,Muthoot Finance Ltd.,MUTHOOTFIN.NS
FINANCIAL_SERVICES_25_50,Power Finance Corporation Ltd.,PFC.NS
FINANCIAL_SERVICES_25_50,REC Ltd.,RECLTD.NS
FINANCIAL_SERVICES_25_50,SBI Cards and Payment Services Ltd.,SBICARD.NS
FINANCIAL_SERVICES_25_50,SBI Life Insurance Company Ltd.,SBILIFE.NS
FINANCIAL_SERVICES_25_50,Shriram Finance Ltd.,SHRIRAMFIN.NS
FINANCIAL_SERVICES_25_50,State Bank of India,SBIN.NS
FINANCIAL_SERVICES_EX_BANK,360 ONE WAM Ltd.,360ONE.NS
FINANCIAL_SERVICES_EX_BANK,Aditya Birla Capital Ltd.,ABCAPITAL.NS
FINANCIAL_SERVICES_EX_BANK,Angel One Ltd.,ANGELONE.NS
FINANCIAL_SERVICES_EX_BANK,BSE Ltd.,BSE.NS
FINANCIAL_SERVICES_EX_BANK,Bajaj Finance Ltd.,BAJFINANCE.NS
FINANCIAL_SERVICES_EX_BANK,Bajaj Finserv Ltd.,BAJAJFINSV.NS
FINANCIAL_SERVICES_EX_BANK,Bajaj Holdings & Investment Ltd.,BAJAJHLDNG.NS
FINANCIAL_SERVICES_EX_BANK,Central Depository Services (India) Ltd.,CDSL.NS
FINANCIAL_SERVICES_EX_BANK,Cholamandalam Investment and Finance Company Ltd.,CHOLAFIN.NS
FINANCIAL_SERVICES_EX_BANK,Computer Age Management Services Ltd.,CAMS.NS
FINANCIAL_SERVICES_EX_BANK,HDFC Asset Management Company Ltd.,HDFCAMC.NS
FINANCIAL_SERVICES_EX_BANK,HDFC Life Insurance Company Ltd.,HDFCLIFE.NS
FINANCIAL_SERVICES_EX_BANK,ICICI Lombard General Insurance Company Ltd.,ICICIGI.NS
FINANCIAL_SERVICES_EX_BANK,ICICI Prudential Life Insurance Company Ltd.,ICICIPRULI.NS
FINANCIAL_SERVICES_EX_BANK,Indian Railway Finance Corporation Ltd.,IRFC.NS
FINANCIAL_SERVICES_EX_BANK,Jio Financial Services Ltd.,JIOFIN.NS
FINANCIAL_SERVICES_EX_BANK,L&T Finance Ltd.,LTF.NS
FINANCIAL_SERVICES_EX_BANK,LIC Housing Finance Ltd.,LICHSGFIN.NS
FINANCIAL_SERVICES_EX_BANK,Life Insurance Corporation of India,LICI.NS
FINANCIAL_SERVICES_EX_BANK,Max Financial Services Ltd.,MFSL.NS
FINANCIAL_SERVICES_EX_BANK,Multi Commodity Exchange of India Ltd.,MCX.NS
FINANCIAL_SERVICES_EX_BANK,Muthoot Finance Ltd.,MUTHOOTFIN.NS
FINANCIAL_SERVICES_EX_BANK,One 97 Communications Ltd.,PAYTM.NS
FINANCIAL_SERVICES_EX_BANK,PB Fintech Ltd.,POLICYBZR.NS
FINANCIAL_SERVICES_EX_BANK,PNB Housing Finance Ltd.,PNBHOUSING.NS
FINANCIAL_SERVICES_EX_BANK,Power Finance Corporation Ltd.,PFC.NS
FINANCIAL_SERVICES_EX_BANK,REC Ltd.,RECLTD.NS
FINANCIAL_SERVICES_EX_BANK,SBI Cards and Payment Services Ltd.,SBICARD.NS
FINANCIAL_SERVICES_EX_BANK,SBI Life Insurance Company Ltd.,SBILIFE.NS
FINANCIAL_SERVICES_EX_BANK,Shriram Finance Ltd.,SHRIRAMFIN.NS
FMCG,Britannia Industries Ltd.,BRITANNIA.NS
FMCG,Colgate Palmolive (India) Ltd.,COLPAL.NS
FMCG,Dabur India Ltd.,DABUR.NS
FMCG,Emami Ltd.,EMAMILTD.NS
FMCG,Godrej Consumer Products Ltd.,GODREJCP.NS
FMCG,Hindustan Unilever Ltd.,HINDUNILVR.NS
FMCG,ITC Ltd.,ITC.NS
FMCG,Marico Ltd.,MARICO.NS
FMCG,Nestle India Ltd.,NESTLEIND.NS
FMCG,Patanjali Foods Ltd.,PATANJALI.NS
FMCG,Radico Khaitan Ltd,RADICO.NS
FMCG,Tata Consumer Products Ltd.,TATACONSUM.NS
FMCG,United Breweries Ltd.,UBL.NS
FMCG,United Spirits Ltd.,UNITDSPR.NS
FMCG,Varun Beverages Ltd.,VBL.NS
HEALTHCARE,Abbott India Ltd.,ABBOTINDIA.NS
HEALTHCARE,Alkem Laboratories Ltd.,ALKEM.NS
HEALTHCARE,Apollo Hospitals Enterprise Ltd.,APOLLOHOSP.NS
HEALTHCARE,Aurobindo Pharma Ltd.,AUROPHARMA.NS
HEALTHCARE,Biocon Ltd.,BIOCON.NS
HEALTHCARE,Cipla Ltd.,CIPLA.NS
HEALTHCARE,Divi's Laboratories Ltd.,DIVISLAB.NS
HEALTHCARE,Dr. Reddy's Laboratories Ltd.,DRREDDY.NS
HEALTHCARE,Fortis Healthcare Ltd.,FORTIS.NS
HEALTHCARE,Glenmark Pharmaceuticals Ltd.,GLENMARK.NS
HEALTHCARE,Ipca Laboratories Ltd.,IPCALAB.NS
HEALTHCARE,Laurus Labs Ltd.,LAURUSLABS.NS
HEALTHCARE,Lupin Ltd.,LUPIN.NS
HEALTHCARE,Mankind Pharma Ltd.,MANKIND.NS
HEALTHCARE,Max Healthcare Institute Ltd.,MAXHEALTH.NS
HEALTHCARE,Piramal Pharma Ltd.,PPLPHARMA.NS
HEALTHCARE,Sun Pharmaceutical Industries Ltd.,SUNPHARMA.NS
HEALTHCARE,Syngene International Ltd.,SYNGENE.NS
HEALTHCARE,Torrent Pharmaceuticals Ltd.,TORNTPHARM.NS
HEALTHCARE,Zydus Lifesciences Ltd.,ZYDUSLIFE.NS
HOSPITALS,Apollo Hospitals Enterprise Ltd.,APOLLOHOSP.NS
HOSPITALS,Aster DM Healthcare Ltd.,ASTERDM.NS
HOSPITALS,Dr. Agarwal's Health Care Ltd.,AGARWALEYE.NS
HOSPITALS,Fortis Healthcare Ltd.,FORTIS.NS
HOSPITALS,Global Health Ltd.,MEDANTA.NS
HOSPITALS,Healthcare Global Enterprises Ltd.,HCG.NS
HOSPITALS,Jupiter Life Line Hospitals Ltd.,JLHL.NS
HOSPITALS,Krishna Institute of Medical Sciences Ltd.,KIMS.NS
HOSPITALS,Max Healthcare Institute Ltd.,MAXHEALTH.NS
HOSPITALS,Narayana Hrudayalaya Ltd.,NH.NS
HOSPITALS,Park Medi World Ltd.,PARKHOSPS.NS
HOSPITALS,Rainbow Childrens Medicare Ltd.,RAINBOW.NS
HOSPITALS,Yatharth Hospital & Trauma Care Services Ltd.,YATHARTH.NS
HOUSING_FINANCE,Aadhar Housing Finance Ltd.,AADHARHFC.NS
HOUSING_FINANCE,Aavas Financiers Ltd.,AAVAS.NS
HOUSING_FINANCE,Aptus Value Housing Finance India Ltd.,APTUS.NS
HOUSING_FINANCE,Bajaj Housing Finance Ltd.,BAJAJHFL.NS
HOUSING_FINANCE,Can Fin Homes Ltd.,CANFINHOME.NS
HOUSING_FINANCE,Home First Finance Company India Ltd.,HOMEFIRST.NS
HOUSING_FINANCE,India Shelter Finance Corporation Ltd.,INDIASHLTR.NS
HOUSING_FINANCE,LIC Housing Finance Ltd.,LICHSGFIN.NS
HOUSING_FINANCE,PNB Housing Finance Ltd.,PNBHOUSING.NS
HOUSING_FINANCE,Sammaan Capital Ltd.,SAMMAANCAP.NS
INSURANCE,Canara HSBC Life Insurance Company Ltd.,CANHLIFE.NS
INSURANCE,General Insurance Corporation of India,GICRE.NS
INSURANCE,Go Digit General Insurance Ltd.,GODIGIT.NS
INSURANCE,HDFC Life Insurance Company Ltd.,HDFCLIFE.NS
INSURANCE,ICICI Lombard General Insurance Company Ltd.,ICICIGI.NS
INSURANCE,ICICI Prudential Life Insurance Company Ltd.,ICICIPRULI.NS
INSURANCE,Life Insurance Corporation of India,LICI.NS
INSURANCE,Max Financial Services Ltd.,MFSL.NS
INSURANCE,Niva Bupa Health Insurance Company Ltd.,NIVABUPA.NS
INSURANCE,SBI Life Insurance Company Ltd.,SBILIFE.NS
INSURANCE,Star Health and Allied Insurance Company Ltd.,STARHEALTH.NS
INSURANCE,The New India Assurance Company Ltd.,NIACL.NS
IT,Coforge Ltd.,COFORGE.NS
IT,HCL Technologies Ltd.,HCLTECH.NS
IT,Infosys Ltd.,INFY.NS
IT,LTM Ltd.,LTM.NS
IT,MphasiS Ltd.,MPHASIS.NS
IT,Oracle Financial Services Software Ltd.,OFSS.NS
IT,Persistent Systems Ltd.,PERSISTENT.NS
IT,Tata Consultancy Services Ltd.,TCS.NS
IT,Tech Mahindra Ltd.,TECHM.NS
IT,Wipro Ltd.,WIPRO.NS
MEDIA,D.B.Corp Ltd.,DBCORP.NS
MEDIA,Hathway Cable & Datacom Ltd.,HATHWAY.NS
MEDIA,Nazara Technologies Ltd.,NAZARA.NS
MEDIA,Network18 Media & Investments Ltd.,NETWORK18.NS
MEDIA,PVR INOX Ltd.,PVRINOX.NS
MEDIA,Prime Focus Ltd.,PFOCUS.NS
MEDIA,Saregama India Ltd,SAREGAMA.NS
MEDIA,Sun TV Network Ltd.,SUNTV.NS
MEDIA,Tips Music Ltd.,TIPSMUSIC.NS
MEDIA,Zee Entertainment Enterprises Ltd.,ZEEL.NS
METAL,APL Apollo Tubes Ltd.,APLAPOLLO.NS
METAL,Adani Enterprises Ltd.,ADANIENT.NS
